Model Name,Feature Count,CV Score (Mean +/- Std)
SVM(linear),45,0.5034 +/- 0.0468
SVM(linear),40,0.5034 +/- 0.0468
SVM(linear),44,0.5034 +/- 0.0468
SVM(linear),46,0.5034 +/- 0.0468
ANN,63,0.5034 +/- 0.0414
Random Forest,141,0.5034 +/- 0.0414
SVM(linear),36,0.5034 +/- 0.0352
ANN,30,0.5034 +/- 0.0352
ANN,105,0.5034 +/- 0.0352
SVM(linear),37,0.5034 +/- 0.0352
SVM(linear),16,0.5034 +/- 0.0352
Random Forest,87,0.5034 +/- 0.0352
SVM(linear),38,0.5034 +/- 0.0352
ANN,12,0.5034 +/- 0.0352
ANN,36,0.5034 +/- 0.0352
ANN,11,0.5034 +/- 0.0352
Logistic Regression,28,0.5034 +/- 0.0352
Logistic Regression,29,0.5034 +/- 0.0352
ANN,55,0.5034 +/- 0.0276
Naive Bayes,2,0.4966 +/- 0.1283
XGBoost,26,0.4966 +/- 0.0990
Random Forest,48,0.4966 +/- 0.0915
Random Forest,143,0.4966 +/- 0.0889
XGBoost,13,0.4966 +/- 0.0804
SVM(linear),14,0.4966 +/- 0.0804
Naive Bayes,129,0.4966 +/- 0.0774
Naive Bayes,141,0.4966 +/- 0.0774
Naive Bayes,138,0.4966 +/- 0.0774
Naive Bayes,117,0.4966 +/- 0.0774
Naive Bayes,105,0.4966 +/- 0.0774
Naive Bayes,116,0.4966 +/- 0.0774
Naive Bayes,118,0.4966 +/- 0.0774
Naive Bayes,112,0.4966 +/- 0.0774
Naive Bayes,140,0.4966 +/- 0.0774
Naive Bayes,139,0.4966 +/- 0.0774
Naive Bayes,115,0.4966 +/- 0.0774
Naive Bayes,106,0.4966 +/- 0.0774
Naive Bayes,114,0.4966 +/- 0.0774
Naive Bayes,130,0.4966 +/- 0.0774
Naive Bayes,131,0.4966 +/- 0.0774
Naive Bayes,111,0.4966 +/- 0.0774
Naive Bayes,109,0.4966 +/- 0.0774
Naive Bayes,107,0.4966 +/- 0.0774
Naive Bayes,137,0.4966 +/- 0.0774
Naive Bayes,113,0.4966 +/- 0.0774
Naive Bayes,108,0.4966 +/- 0.0774
Naive Bayes,132,0.4966 +/- 0.0774
Naive Bayes,136,0.4966 +/- 0.0774
Naive Bayes,119,0.4966 +/- 0.0774
Naive Bayes,121,0.4966 +/- 0.0774
Naive Bayes,134,0.4966 +/- 0.0774
Naive Bayes,98,0.4966 +/- 0.0774
Naive Bayes,143,0.4966 +/- 0.0774
Naive Bayes,126,0.4966 +/- 0.0774
Naive Bayes,125,0.4966 +/- 0.0774
Naive Bayes,127,0.4966 +/- 0.0774
Naive Bayes,124,0.4966 +/- 0.0774
Naive Bayes,123,0.4966 +/- 0.0774
Naive Bayes,128,0.4966 +/- 0.0774
Naive Bayes,101,0.4966 +/- 0.0774
Naive Bayes,142,0.4966 +/- 0.0774
Naive Bayes,122,0.4966 +/- 0.0774
Naive Bayes,133,0.4966 +/- 0.0774
Naive Bayes,135,0.4966 +/- 0.0774
Naive Bayes,102,0.4966 +/- 0.0774
Naive Bayes,103,0.4966 +/- 0.0774
Naive Bayes,104,0.4966 +/- 0.0774
Naive Bayes,120,0.4966 +/- 0.0774
Naive Bayes,110,0.4966 +/- 0.0774
Naive Bayes,6,0.4966 +/- 0.0710
ANN,94,0.4966 +/- 0.0710
ANN,125,0.4966 +/- 0.0710
SVM(linear),19,0.4966 +/- 0.0640
Random Forest,118,0.4966 +/- 0.0640
SVM(linear),18,0.4966 +/- 0.0640
Random Forest,50,0.4966 +/- 0.0640
Random Forest,117,0.4966 +/- 0.0601
ANN,134,0.4966 +/- 0.0601
ANN,32,0.4966 +/- 0.0601
SVM(linear),43,0.4966 +/- 0.0601
ANN,31,0.4966 +/- 0.0601
ANN,140,0.4966 +/- 0.0601
ANN,3,0.4966 +/- 0.0560
ANN,29,0.4966 +/- 0.0560
SVM(linear),47,0.4966 +/- 0.0560
SVM(linear),48,0.4966 +/- 0.0560
ANN,106,0.4966 +/- 0.0560
Random Forest,82,0.4966 +/- 0.0516
Random Forest,104,0.4966 +/- 0.0516
ANN,67,0.4966 +/- 0.0516
Logistic Regression,5,0.4966 +/- 0.0468
Random Forest,142,0.4966 +/- 0.0352
Random Forest,122,0.4966 +/- 0.0352
ANN,59,0.4966 +/- 0.0352
ANN,52,0.4966 +/- 0.0352
Random Forest,79,0.4966 +/- 0.0352
Random Forest,97,0.4966 +/- 0.0352
ANN,51,0.4966 +/- 0.0352
Random Forest,96,0.4966 +/- 0.0276
Random Forest,51,0.4966 +/- 0.0276
ANN,61,0.4966 +/- 0.0276
Random Forest,113,0.4966 +/- 0.0276
SVM(linear),51,0.4966 +/- 0.0169
Random Forest,92,0.4966 +/- 0.0169
Random Forest,47,0.4966 +/- 0.0169
Naive Bayes,94,0.4897 +/- 0.0985
Naive Bayes,96,0.4897 +/- 0.0985
Naive Bayes,100,0.4897 +/- 0.0985
Random Forest,56,0.4897 +/- 0.0961
Random Forest,2,0.4897 +/- 0.0910
ANN,22,0.4897 +/- 0.0883
SVM(linear),3,0.4897 +/- 0.0883
Random Forest,43,0.4897 +/- 0.0798
SVM(linear),4,0.4897 +/- 0.0798
Random Forest,9,0.4897 +/- 0.0798
Random Forest,35,0.4897 +/- 0.0768
ANN,138,0.4897 +/- 0.0768
XGBoost,11,0.4897 +/- 0.0768
Logistic Regression,1,0.4897 +/- 0.0736
Naive Bayes,99,0.4897 +/- 0.0703
ANN,92,0.4897 +/- 0.0703
SVM(linear),15,0.4897 +/- 0.0703
XGBoost,6,0.4897 +/- 0.0703
ANN,141,0.4897 +/- 0.0669
ANN,4,0.4897 +/- 0.0669
ANN,142,0.4897 +/- 0.0669
ANN,17,0.4897 +/- 0.0669
Random Forest,99,0.4897 +/- 0.0669
ANN,88,0.4897 +/- 0.0593
ANN,120,0.4897 +/- 0.0593
SVM(linear),31,0.4897 +/- 0.0593
SVM(linear),29,0.4897 +/- 0.0593
Random Forest,131,0.4897 +/- 0.0593
ANN,33,0.4897 +/- 0.0552
ANN,135,0.4897 +/- 0.0552
Random Forest,93,0.4897 +/- 0.0552
ANN,18,0.4897 +/- 0.0552
ANN,93,0.4897 +/- 0.0507
Logistic Regression,4,0.4897 +/- 0.0507
ANN,58,0.4897 +/- 0.0507
ANN,113,0.4897 +/- 0.0507
ANN,137,0.4897 +/- 0.0507
Random Forest,136,0.4897 +/- 0.0457
SVM(linear),35,0.4897 +/- 0.0457
SVM(linear),84,0.4897 +/- 0.0402
ANN,66,0.4897 +/- 0.0402
Random Forest,107,0.4897 +/- 0.0402
ANN,115,0.4897 +/- 0.0402
SVM(linear),82,0.4897 +/- 0.0402
SVM(linear),81,0.4897 +/- 0.0402
SVM(linear),83,0.4897 +/- 0.0402
Random Forest,83,0.4897 +/- 0.0402
Random Forest,84,0.4897 +/- 0.0402
SVM(linear),50,0.4897 +/- 0.0402
ANN,136,0.4897 +/- 0.0402
Random Forest,12,0.4897 +/- 0.0338
Random Forest,80,0.4897 +/- 0.0258
Random Forest,94,0.4897 +/- 0.0258
Random Forest,58,0.4897 +/- 0.0258
Naive Bayes,5,0.4828 +/- 0.0925
Naive Bayes,93,0.4828 +/- 0.0899
Naive Bayes,92,0.4828 +/- 0.0899
Random Forest,81,0.4828 +/- 0.0845
ANN,2,0.4828 +/- 0.0816
Random Forest,111,0.4828 +/- 0.0816
ANN,100,0.4828 +/- 0.0755
ANN,122,0.4828 +/- 0.0755
ANN,87,0.4828 +/- 0.0723
ANN,84,0.4828 +/- 0.0654
ANN,116,0.4828 +/- 0.0654
ANN,86,0.4828 +/- 0.0654
Random Forest,91,0.4828 +/- 0.0654
ANN,99,0.4828 +/- 0.0654
Random Forest,40,0.4828 +/- 0.0617
ANN,127,0.4828 +/- 0.0617
ANN,102,0.4828 +/- 0.0617
SVM(linear),28,0.4828 +/- 0.0617
ANN,109,0.4828 +/- 0.0617
SVM(linear),93,0.4828 +/- 0.0617
SVM(linear),63,0.4828 +/- 0.0577
ANN,118,0.4828 +/- 0.0577
Random Forest,63,0.4828 +/- 0.0577
ANN,15,0.4828 +/- 0.0577
SVM(linear),76,0.4828 +/- 0.0577
ANN,131,0.4828 +/- 0.0577
SVM(linear),73,0.4828 +/- 0.0577
SVM(linear),75,0.4828 +/- 0.0577
ANN,121,0.4828 +/- 0.0577
SVM(linear),74,0.4828 +/- 0.0577
SVM(linear),64,0.4828 +/- 0.0577
Random Forest,98,0.4828 +/- 0.0534
SVM(linear),80,0.4828 +/- 0.0534
ANN,69,0.4828 +/- 0.0534
Random Forest,124,0.4828 +/- 0.0488
ANN,112,0.4828 +/- 0.0488
Random Forest,69,0.4828 +/- 0.0488
ANN,77,0.4828 +/- 0.0488
Random Forest,68,0.4828 +/- 0.0488
ANN,56,0.4828 +/- 0.0436
ANN,128,0.4828 +/- 0.0436
SVM(linear),85,0.4828 +/- 0.0378
ANN,16,0.4828 +/- 0.0378
SVM(linear),56,0.4828 +/- 0.0378
SVM(linear),86,0.4828 +/- 0.0378
SVM(linear),6,0.4828 +/- 0.0378
SVM(linear),23,0.4828 +/- 0.0308
Random Forest,34,0.4828 +/- 0.0218
Random Forest,62,0.4828 +/- 0.0218
ANN,65,0.4828 +/- 0.0218
ANN,53,0.4828 +/- 0.0218
ANN,54,0.4828 +/- 0.0218
SVM(poly),4,0.4759 +/- 0.0961
Random Forest,86,0.4759 +/- 0.0856
Random Forest,123,0.4759 +/- 0.0798
ANN,1,0.4759 +/- 0.0798
SVM(linear),91,0.4759 +/- 0.0736
SVM(linear),87,0.4759 +/- 0.0736
SVM(poly),1,0.4759 +/- 0.0736
SVM(linear),90,0.4759 +/- 0.0736
SVM(linear),89,0.4759 +/- 0.0736
SVM(linear),92,0.4759 +/- 0.0736
SVM(linear),88,0.4759 +/- 0.0736
SVM(linear),34,0.4759 +/- 0.0703
Random Forest,100,0.4759 +/- 0.0703
Random Forest,139,0.4759 +/- 0.0669
ANN,108,0.4759 +/- 0.0669
SVM(linear),69,0.4759 +/- 0.0593
SVM(linear),70,0.4759 +/- 0.0593
Random Forest,45,0.4759 +/- 0.0593
ANN,103,0.4759 +/- 0.0593
Random Forest,125,0.4759 +/- 0.0593
SVM(linear),71,0.4759 +/- 0.0593
SVM(linear),65,0.4759 +/- 0.0593
SVM(linear),68,0.4759 +/- 0.0593
SVM(linear),72,0.4759 +/- 0.0593
Random Forest,55,0.4759 +/- 0.0593
SVM(linear),114,0.4759 +/- 0.0552
SVM(linear),141,0.4759 +/- 0.0552
SVM(linear),129,0.4759 +/- 0.0552
SVM(linear),107,0.4759 +/- 0.0552
SVM(linear),137,0.4759 +/- 0.0552
SVM(linear),140,0.4759 +/- 0.0552
SVM(linear),139,0.4759 +/- 0.0552
SVM(linear),119,0.4759 +/- 0.0552
SVM(linear),110,0.4759 +/- 0.0552
ANN,130,0.4759 +/- 0.0552
SVM(linear),112,0.4759 +/- 0.0552
SVM(linear),108,0.4759 +/- 0.0552
SVM(linear),131,0.4759 +/- 0.0552
SVM(linear),115,0.4759 +/- 0.0552
SVM(linear),130,0.4759 +/- 0.0552
SVM(linear),118,0.4759 +/- 0.0552
SVM(linear),109,0.4759 +/- 0.0552
SVM(linear),111,0.4759 +/- 0.0552
SVM(linear),116,0.4759 +/- 0.0552
SVM(linear),117,0.4759 +/- 0.0552
SVM(linear),132,0.4759 +/- 0.0552
SVM(linear),138,0.4759 +/- 0.0552
SVM(linear),127,0.4759 +/- 0.0552
SVM(linear),142,0.4759 +/- 0.0552
SVM(linear),120,0.4759 +/- 0.0552
SVM(linear),95,0.4759 +/- 0.0552
SVM(linear),128,0.4759 +/- 0.0552
SVM(linear),143,0.4759 +/- 0.0552
SVM(linear),106,0.4759 +/- 0.0552
SVM(linear),101,0.4759 +/- 0.0552
SVM(linear),94,0.4759 +/- 0.0552
SVM(linear),100,0.4759 +/- 0.0552
SVM(linear),135,0.4759 +/- 0.0552
SVM(linear),102,0.4759 +/- 0.0552
SVM(linear),126,0.4759 +/- 0.0552
SVM(linear),99,0.4759 +/- 0.0552
SVM(linear),96,0.4759 +/- 0.0552
SVM(linear),97,0.4759 +/- 0.0552
SVM(linear),134,0.4759 +/- 0.0552
SVM(linear),98,0.4759 +/- 0.0552
SVM(linear),124,0.4759 +/- 0.0552
SVM(linear),125,0.4759 +/- 0.0552
SVM(linear),133,0.4759 +/- 0.0552
SVM(linear),122,0.4759 +/- 0.0552
SVM(linear),105,0.4759 +/- 0.0552
SVM(linear),121,0.4759 +/- 0.0552
ANN,132,0.4759 +/- 0.0552
SVM(linear),104,0.4759 +/- 0.0552
SVM(linear),123,0.4759 +/- 0.0552
SVM(linear),113,0.4759 +/- 0.0552
SVM(linear),103,0.4759 +/- 0.0552
SVM(linear),136,0.4759 +/- 0.0552
SVM(linear),55,0.4759 +/- 0.0507
SVM(linear),57,0.4759 +/- 0.0507
SVM(linear),58,0.4759 +/- 0.0507
Random Forest,105,0.4759 +/- 0.0507
SVM(linear),62,0.4759 +/- 0.0507
SVM(linear),77,0.4759 +/- 0.0507
SVM(linear),78,0.4759 +/- 0.0507
SVM(linear),79,0.4759 +/- 0.0507
SVM(linear),52,0.4759 +/- 0.0507
SVM(linear),54,0.4759 +/- 0.0507
SVM(linear),33,0.4759 +/- 0.0507
SVM(linear),60,0.4759 +/- 0.0507
SVM(linear),61,0.4759 +/- 0.0507
SVM(linear),59,0.4759 +/- 0.0507
ANN,75,0.4759 +/- 0.0457
ANN,71,0.4759 +/- 0.0457
ANN,97,0.4759 +/- 0.0457
Random Forest,133,0.4759 +/- 0.0457
ANN,85,0.4759 +/- 0.0457
ANN,81,0.4759 +/- 0.0457
ANN,90,0.4759 +/- 0.0457
ANN,82,0.4759 +/- 0.0402
ANN,133,0.4759 +/- 0.0402
ANN,119,0.4759 +/- 0.0402
Random Forest,74,0.4759 +/- 0.0402
Random Forest,72,0.4759 +/- 0.0338
ANN,83,0.4759 +/- 0.0338
Random Forest,129,0.4759 +/- 0.0258
ANN,68,0.4759 +/- 0.0258
Random Forest,3,0.4759 +/- 0.0258
ANN,60,0.4759 +/- 0.0258
Random Forest,29,0.4759 +/- 0.0258
ANN,124,0.4759 +/- 0.0258
XGBoost,8,0.4690 +/- 0.0833
XGBoost,10,0.4690 +/- 0.0804
Random Forest,65,0.4690 +/- 0.0743
ANN,107,0.4690 +/- 0.0710
Random Forest,59,0.4690 +/- 0.0640
Random Forest,135,0.4690 +/- 0.0640
ANN,72,0.4690 +/- 0.0601
ANN,117,0.4690 +/- 0.0601
Random Forest,64,0.4690 +/- 0.0560
SVM(linear),66,0.4690 +/- 0.0560
Random Forest,66,0.4690 +/- 0.0560
SVM(linear),67,0.4690 +/- 0.0560
SVM(linear),53,0.4690 +/- 0.0516
Random Forest,4,0.4690 +/- 0.0468
ANN,80,0.4690 +/- 0.0468
ANN,111,0.4690 +/- 0.0468
ANN,114,0.4690 +/- 0.0468
ANN,74,0.4690 +/- 0.0468
ANN,129,0.4690 +/- 0.0414
ANN,95,0.4690 +/- 0.0414
ANN,104,0.4690 +/- 0.0352
XGBoost,9,0.4621 +/- 0.0833
Random Forest,112,0.4621 +/- 0.0804
Random Forest,134,0.4621 +/- 0.0710
Random Forest,103,0.4621 +/- 0.0640
Random Forest,114,0.4621 +/- 0.0560
Random Forest,52,0.4621 +/- 0.0560
ANN,76,0.4621 +/- 0.0516
ANN,123,0.4621 +/- 0.0468
ANN,89,0.4621 +/- 0.0468
ANN,73,0.4621 +/- 0.0352
ANN,78,0.4621 +/- 0.0352
ANN,70,0.4621 +/- 0.0352
ANN,101,0.4621 +/- 0.0276
Random Forest,73,0.4621 +/- 0.0276
ANN,98,0.4621 +/- 0.0276
Naive Bayes,3,0.4552 +/- 0.1142
Random Forest,61,0.4552 +/- 0.0828
Random Forest,115,0.4552 +/- 0.0768
Random Forest,89,0.4552 +/- 0.0593
Random Forest,71,0.4552 +/- 0.0507
ANN,110,0.4552 +/- 0.0402
ANN,5,0.4552 +/- 0.0402
Random Forest,110,0.4552 +/- 0.0402
Random Forest,67,0.4552 +/- 0.0138
SVM(poly),5,0.4483 +/- 0.0975
Random Forest,102,0.4483 +/- 0.0872
Random Forest,76,0.4483 +/- 0.0786
XGBoost,7,0.4483 +/- 0.0755
XGBoost,2,0.4483 +/- 0.0690
SVM(poly),6,0.4483 +/- 0.0617
ANN,79,0.4483 +/- 0.0378
Random Forest,128,0.4483 +/- 0.0378
ANN,91,0.4483 +/- 0.0218
Random Forest,119,0.4414 +/- 0.0402
Random Forest,1,0.4414 +/- 0.0402
Naive Bayes,1,0.4345 +/- 0.1103
Naive Bayes,4,0.4345 +/- 0.0941
SVM(poly),3,0.4345 +/- 0.0861
SVM(poly),7,0.4345 +/- 0.0710
SVM(poly),61,0.4345 +/- 0.0640
SVM(poly),54,0.4345 +/- 0.0640
SVM(poly),62,0.4345 +/- 0.0640
Random Forest,78,0.4345 +/- 0.0640
SVM(poly),63,0.4345 +/- 0.0640
SVM(poly),59,0.4345 +/- 0.0640
SVM(poly),55,0.4345 +/- 0.0640
SVM(poly),65,0.4345 +/- 0.0640
SVM(poly),64,0.4345 +/- 0.0640
SVM(poly),57,0.4345 +/- 0.0640
SVM(poly),60,0.4345 +/- 0.0640
SVM(poly),56,0.4345 +/- 0.0640
SVM(poly),53,0.4345 +/- 0.0640
SVM(poly),58,0.4345 +/- 0.0640
SVM(poly),52,0.4276 +/- 0.0710
SVM(poly),48,0.4276 +/- 0.0710
SVM(poly),51,0.4276 +/- 0.0710
SVM(poly),47,0.4276 +/- 0.0710
SVM(poly),50,0.4276 +/- 0.0710
SVM(poly),46,0.4276 +/- 0.0710
SVM(poly),45,0.4276 +/- 0.0710
SVM(poly),49,0.4276 +/- 0.0710
SVM(poly),79,0.4276 +/- 0.0710
SVM(poly),78,0.4276 +/- 0.0710
SVM(poly),80,0.4276 +/- 0.0710
SVM(poly),77,0.4276 +/- 0.0710
SVM(poly),22,0.4276 +/- 0.0710
SVM(poly),76,0.4276 +/- 0.0710
SVM(poly),75,0.4276 +/- 0.0710
SVM(poly),81,0.4276 +/- 0.0710
SVM(poly),74,0.4276 +/- 0.0710
SVM(poly),27,0.4276 +/- 0.0710
SVM(poly),82,0.4276 +/- 0.0710
SVM(poly),73,0.4276 +/- 0.0710
SVM(poly),43,0.4276 +/- 0.0710
SVM(poly),83,0.4276 +/- 0.0710
SVM(poly),72,0.4276 +/- 0.0710
SVM(poly),28,0.4276 +/- 0.0710
SVM(poly),71,0.4276 +/- 0.0710
SVM(poly),70,0.4276 +/- 0.0710
SVM(poly),44,0.4276 +/- 0.0710
SVM(poly),23,0.4276 +/- 0.0710
SVM(poly),16,0.4276 +/- 0.0676
SVM(poly),8,0.4276 +/- 0.0640
SVM(poly),14,0.4276 +/- 0.0640
SVM(poly),13,0.4276 +/- 0.0640
SVM(poly),67,0.4207 +/- 0.0798
SVM(poly),68,0.4207 +/- 0.0798
SVM(poly),66,0.4207 +/- 0.0798
SVM(poly),69,0.4207 +/- 0.0798
SVM(poly),29,0.4207 +/- 0.0768
SVM(poly),30,0.4207 +/- 0.0768
SVM(poly),137,0.4207 +/- 0.0736
SVM(poly),94,0.4207 +/- 0.0736
SVM(poly),93,0.4207 +/- 0.0736
SVM(poly),92,0.4207 +/- 0.0736
SVM(poly),91,0.4207 +/- 0.0736
SVM(poly),136,0.4207 +/- 0.0736
SVM(poly),90,0.4207 +/- 0.0736
SVM(poly),89,0.4207 +/- 0.0736
SVM(poly),88,0.4207 +/- 0.0736
SVM(poly),143,0.4207 +/- 0.0736
SVM(poly),85,0.4207 +/- 0.0736
SVM(poly),87,0.4207 +/- 0.0736
SVM(poly),86,0.4207 +/- 0.0736
SVM(poly),24,0.4207 +/- 0.0736
SVM(poly),138,0.4207 +/- 0.0736
SVM(poly),84,0.4207 +/- 0.0736
SVM(poly),139,0.4207 +/- 0.0736
SVM(poly),142,0.4207 +/- 0.0736
SVM(poly),25,0.4207 +/- 0.0736
SVM(poly),141,0.4207 +/- 0.0736
SVM(poly),140,0.4207 +/- 0.0736
SVM(poly),95,0.4207 +/- 0.0736
SVM(poly),135,0.4207 +/- 0.0736
SVM(poly),127,0.4207 +/- 0.0736
SVM(poly),38,0.4207 +/- 0.0736
SVM(poly),41,0.4207 +/- 0.0736
SVM(poly),42,0.4207 +/- 0.0736
SVM(poly),106,0.4207 +/- 0.0736
SVM(poly),118,0.4207 +/- 0.0736
SVM(poly),132,0.4207 +/- 0.0736
SVM(poly),117,0.4207 +/- 0.0736
SVM(poly),96,0.4207 +/- 0.0736
SVM(poly),107,0.4207 +/- 0.0736
SVM(poly),108,0.4207 +/- 0.0736
SVM(poly),109,0.4207 +/- 0.0736
SVM(poly),39,0.4207 +/- 0.0736
SVM(poly),131,0.4207 +/- 0.0736
SVM(poly),110,0.4207 +/- 0.0736
SVM(poly),111,0.4207 +/- 0.0736
SVM(poly),40,0.4207 +/- 0.0736
SVM(poly),112,0.4207 +/- 0.0736
SVM(poly),116,0.4207 +/- 0.0736
SVM(poly),113,0.4207 +/- 0.0736
SVM(poly),114,0.4207 +/- 0.0736
SVM(poly),130,0.4207 +/- 0.0736
SVM(poly),105,0.4207 +/- 0.0736
SVM(poly),129,0.4207 +/- 0.0736
SVM(poly),104,0.4207 +/- 0.0736
SVM(poly),128,0.4207 +/- 0.0736
SVM(poly),126,0.4207 +/- 0.0736
SVM(poly),97,0.4207 +/- 0.0736
SVM(poly),125,0.4207 +/- 0.0736
SVM(poly),36,0.4207 +/- 0.0736
SVM(poly),124,0.4207 +/- 0.0736
SVM(poly),134,0.4207 +/- 0.0736
SVM(poly),98,0.4207 +/- 0.0736
SVM(poly),99,0.4207 +/- 0.0736
SVM(poly),100,0.4207 +/- 0.0736
SVM(poly),123,0.4207 +/- 0.0736
SVM(poly),119,0.4207 +/- 0.0736
SVM(poly),101,0.4207 +/- 0.0736
SVM(poly),102,0.4207 +/- 0.0736
SVM(poly),133,0.4207 +/- 0.0736
SVM(poly),37,0.4207 +/- 0.0736
SVM(poly),122,0.4207 +/- 0.0736
SVM(poly),121,0.4207 +/- 0.0736
SVM(poly),103,0.4207 +/- 0.0736
SVM(poly),120,0.4207 +/- 0.0736
SVM(poly),115,0.4207 +/- 0.0736
SVM(poly),26,0.4207 +/- 0.0703
SVM(poly),21,0.4207 +/- 0.0703
SVM(poly),20,0.4207 +/- 0.0703
SVM(poly),18,0.4207 +/- 0.0703
SVM(poly),17,0.4207 +/- 0.0703
SVM(poly),10,0.4207 +/- 0.0669
SVM(poly),12,0.4207 +/- 0.0669
SVM(poly),15,0.4207 +/- 0.0552
Random Forest,126,0.4207 +/- 0.0507
SVM(poly),31,0.4138 +/- 0.0755
SVM(poly),32,0.4138 +/- 0.0755
SVM(poly),33,0.4138 +/- 0.0755
SVM(poly),19,0.4138 +/- 0.0723
SVM(poly),34,0.4138 +/- 0.0723
SVM(poly),35,0.4138 +/- 0.0723
XGBoost,1,0.4138 +/- 0.0654
SVM(poly),9,0.4138 +/- 0.0617
SVM(poly),11,0.4138 +/- 0.0617
